"U1","U2","y"
-0.228860735427588,-0.0494497152976692,FALSE
0.869741782546043,-0.37989183422178,FALSE
-0.997479624114931,-0.322612009942532,FALSE
0.429334871470928,0.221826194785535,FALSE
0.709416552446783,0.655319909565151,FALSE
-0.911403305828571,-0.076133584138006,FALSE
-0.878703015390784,0.616710245143622,FALSE
-0.722061136271805,-0.84874585038051,FALSE
0.784488354343921,0.0760125345550478,FALSE
0.137764018028975,0.683551360853016,TRUE
-0.238488807342947,-0.352387949824333,FALSE
-0.00011890335008502,-0.124911447055638,FALSE
-0.244543456006795,0.0640085390768945,FALSE
-0.240008379332721,0.539474690333009,TRUE
-0.895914677530527,-0.459134157281369,FALSE
-0.488130726851523,0.437351807951927,TRUE
0.902413904666901,-0.348028756212443,FALSE
-0.387223357800394,-0.631161574739963,FALSE
-0.805753864813596,0.914860941935331,FALSE
0.188476791605353,0.302710766904056,FALSE
-0.47401436464861,-0.436696183402091,TRUE
-0.216142444871366,0.433959137648344,FALSE
-0.824134397786111,-0.0155969983898103,FALSE
-0.978850163985044,-0.928353087045252,FALSE
0.188166256062686,0.9410725007765,FALSE
-0.245503701269627,-0.678409087937325,TRUE
0.576661289669573,-0.177574106026441,TRUE
-0.573200238402933,0.368321665562689,TRUE
0.159403174649924,0.621588534675539,TRUE
0.571597324684262,-0.709080669097602,FALSE
0.868293631821871,0.0604660664685071,FALSE
-0.307132239453495,-0.192032606340945,FALSE
-0.223396741319448,0.919328163377941,FALSE
-0.0934196379967034,-0.503119138069451,FALSE
0.499129599891603,-0.152239584363997,FALSE
0.955991144757718,-0.538375099189579,FALSE
-0.980501639656723,-0.0195146389305592,FALSE
0.258409253787249,-0.663863953668624,TRUE
-0.93736943975091,-0.793037082068622,FALSE
-0.510757544543594,-0.879844526294619,FALSE
0.618712151423097,-0.6296221553348,FALSE
-0.970142588485032,-0.560645577032119,FALSE
-0.106366486288607,-0.908510157838464,FALSE
0.305199864320457,0.780913023278117,FALSE
-0.77000664640218,0.561762421391904,FALSE
0.948650146834552,-0.330687043257058,FALSE
-0.614795836620033,-0.800111741293222,FALSE
0.810835923999548,-0.409509589895606,FALSE
-0.468691719695926,-0.540939358528703,TRUE
-0.447999430820346,0.379652362782508,TRUE
-0.694245516322553,0.378011837136,FALSE
0.636160150635988,-0.500559650361538,FALSE
0.603978135157377,0.985962110571563,FALSE
0.00509819714352489,0.875947187189013,FALSE
0.827924952842295,0.502750729210675,FALSE
0.60898924479261,0.130609061103314,TRUE
0.248935775831342,0.557267228607088,TRUE
0.738778434228152,0.744620959740132,FALSE
0.926180467475206,0.470158844254911,FALSE
-0.288813438732177,0.973424872383475,FALSE
0.884898952208459,0.355971345212311,FALSE
-0.984587283805013,-0.0962518509477377,FALSE
-0.603661174885929,0.145787580870092,TRUE
-0.201889923308045,0.977462213020772,FALSE
-0.335088843945414,-0.0455491403117776,FALSE
-0.89510135864839,-0.80882221320644,FALSE
-0.924138821195811,-0.295606586616486,FALSE
-0.894154987297952,0.963040112983435,FALSE
0.314257175195962,0.226761868689209,FALSE
0.147538101300597,-0.526101946365088,FALSE
0.0179441208019853,-0.000102641992270947,FALSE
-0.470810219179839,-0.494609844405204,TRUE
0.0503625930286944,0.983031780458987,FALSE
-0.48616173537448,-0.898454258218408,FALSE
-0.929280912037939,-0.934867852833122,FALSE
0.421307632699609,0.174832635559142,FALSE
0.0924964444711804,-0.0919367149472237,FALSE
0.9729999830015,-0.653708113823086,FALSE
-0.426376070361584,-0.40283624920994,TRUE
-0.803074395284057,-0.764449402689934,FALSE
-0.957874649669975,-0.534337451215833,FALSE
-0.102168298326433,0.47093091532588,FALSE
-0.572366338223219,-0.970928343944252,FALSE
0.302626738790423,-0.128359464462847,FALSE
0.415533827152103,0.569818611256778,TRUE
